"","x"
"1",0
"2",0
"3",0.00694444444444444
"4",0.0138888888888889
"5",0.0208333333333333
"6",0.0208333333333333
"7",0.0277777777777778
"8",0.0347222222222222
"9",0.0347222222222222
"10",0.0416666666666667
"11",0.0486111111111111
"12",0.0486111111111111
"13",0.0555555555555556
"14",0.0625
"15",0.0625
"16",0.0625
"17",0.0694444444444444
"18",0.0694444444444444
"19",0.0694444444444444
"20",0.0694444444444444
"21",0.0763888888888889
"22",0.0763888888888889
"23",0.0833333333333333
"24",0.0902777777777778
"25",0.0972222222222222
"26",0.0972222222222222
"27",0.104166666666667
"28",0.111111111111111
"29",0.118055555555556
"30",0.125
"31",0.125
"32",0.131944444444444
"33",0.131944444444444
"34",0.131944444444444
"35",0.131944444444444
"36",0.131944444444444
"37",0.131944444444444
"38",0.138888888888889
"39",0.138888888888889
"40",0.145833333333333
"41",0.152777777777778
"42",0.159722222222222
"43",0.166666666666667
"44",0.173611111111111
"45",0.173611111111111
"46",0.180555555555556
"47",0.1875
"48",0.194444444444444
"49",0.194444444444444
"50",0.194444444444444
"51",0.194444444444444
"52",0.194444444444444
"53",0.194444444444444
"54",0.201388888888889
"55",0.201388888888889
"56",0.201388888888889
"57",0.208333333333333
"58",0.215277777777778
"59",0.222222222222222
"60",0.222222222222222
"61",0.229166666666667
"62",0.229166666666667
"63",0.229166666666667
"64",0.236111111111111
"65",0.243055555555556
"66",0.243055555555556
"67",0.25
"68",0.256944444444444
"69",0.256944444444444
"70",0.263888888888889
"71",0.270833333333333
"72",0.277777777777778
"73",0.284722222222222
"74",0.291666666666667
"75",0.291666666666667
"76",0.298611111111111
"77",0.305555555555556
"78",0.3125
"79",0.3125
"80",0.319444444444444
"81",0.319444444444444
"82",0.326388888888889
"83",0.326388888888889
"84",0.333333333333333
"85",0.333333333333333
"86",0.340277777777778
"87",0.347222222222222
"88",0.354166666666667
"89",0.361111111111111
"90",0.361111111111111
"91",0.368055555555556
"92",0.375
"93",0.375
"94",0.381944444444444
"95",0.388888888888889
"96",0.388888888888889
"97",0.388888888888889
"98",0.388888888888889
"99",0.395833333333333
"100",0.395833333333333
"101",0.395833333333333
"102",0.402777777777778
"103",0.409722222222222
"104",0.416666666666667
"105",0.423611111111111
"106",0.430555555555556
"107",0.4375
"108",0.4375
"109",0.4375
"110",0.4375
"111",0.4375
"112",0.4375
"113",0.444444444444444
"114",0.451388888888889
"115",0.458333333333333
"116",0.465277777777778
"117",0.465277777777778
"118",0.465277777777778
"119",0.465277777777778
"120",0.472222222222222
"121",0.479166666666667
"122",0.486111111111111
"123",0.493055555555556
"124",0.5
"125",0.506944444444444
"126",0.513888888888889
"127",0.520833333333333
"128",0.527777777777778
"129",0.534722222222222
"130",0.541666666666667
"131",0.541666666666667
"132",0.541666666666667
"133",0.548611111111111
"134",0.555555555555556
"135",0.5625
"136",0.5625
"137",0.569444444444444
"138",0.569444444444444
"139",0.569444444444444
"140",0.569444444444444
"141",0.576388888888889
"142",0.583333333333333
"143",0.590277777777778
"144",0.590277777777778
"145",0.597222222222222
"146",0.597222222222222
"147",0.604166666666667
"148",0.604166666666667
"149",0.611111111111111
"150",0.618055555555556
"151",0.625
"152",0.625
"153",0.631944444444444
"154",0.631944444444444
"155",0.631944444444444
"156",0.638888888888889
"157",0.638888888888889
"158",0.645833333333333
"159",0.652777777777778
"160",0.652777777777778
"161",0.652777777777778
"162",0.652777777777778
"163",0.652777777777778
"164",0.652777777777778
"165",0.652777777777778
"166",0.659722222222222
"167",0.666666666666667
"168",0.666666666666667
"169",0.673611111111111
"170",0.680555555555556
"171",0.680555555555556
"172",0.680555555555556
"173",0.680555555555556
"174",0.6875
"175",0.694444444444444
"176",0.701388888888889
"177",0.708333333333333
"178",0.715277777777778
"179",0.722222222222222
"180",0.729166666666667
"181",0.736111111111111
"182",0.736111111111111
"183",0.743055555555556
"184",0.75
"185",0.756944444444444
"186",0.763888888888889
"187",0.770833333333333
"188",0.770833333333333
"189",0.777777777777778
"190",0.784722222222222
"191",0.791666666666667
"192",0.798611111111111
"193",0.805555555555556
"194",0.805555555555556
"195",0.805555555555556
"196",0.8125
"197",0.819444444444444
"198",0.826388888888889
"199",0.833333333333333
"200",0.840277777777778
"201",0.847222222222222
"202",0.854166666666667
"203",0.854166666666667
"204",0.854166666666667
"205",0.861111111111111
"206",0.868055555555556
"207",0.875
"208",0.881944444444444
"209",0.881944444444444
"210",0.888888888888889
"211",0.888888888888889
"212",0.888888888888889
"213",0.888888888888889
"214",0.888888888888889
"215",0.895833333333333
"216",0.902777777777778
"217",0.902777777777778
"218",0.902777777777778
"219",0.909722222222222
"220",0.916666666666667
"221",0.916666666666667
"222",0.916666666666667
"223",0.916666666666667
"224",0.923611111111111
"225",0.930555555555556
"226",0.9375
"227",0.944444444444444
"228",0.944444444444444
"229",0.944444444444444
"230",0.951388888888889
"231",0.958333333333333
"232",0.958333333333333
"233",0.958333333333333
"234",0.958333333333333
"235",0.958333333333333
"236",0.965277777777778
"237",0.965277777777778
"238",0.965277777777778
"239",0.972222222222222
"240",0.972222222222222
"241",0.979166666666667
"242",0.986111111111111
"243",0.993055555555556
"244",0.993055555555556
"245",1
"246",1
