"","x"
"1",0.478571428571429
"2",0.480357142857143
"3",0.499092558983666
"4",0.469642857142857
"5",0.467372134038801
"6",0.478571428571429
"7",0.500907441016334
"8",0.513611615245009
"9",0.502722323049002
"10",0.508166969147005
"11",0.482758620689655
"12",0.503703703703704
"13",0.509259259259259
"14",0.490018148820327
"15",0.480943738656987
"16",0.480943738656987
"17",0.468239564428312
"18",0.471869328493648
"19",0.455535390199637
"20",0.442857142857143
"21",0.470899470899471
"22",0.490299823633157
"23",0.478571428571429
"24",0.489285714285714
"25",0.486772486772487
"26",0.486772486772487
"27",0.503571428571429
"28",0.491833030852995
"29",0.478571428571429
"30",0.483928571428571
"31",0.496428571428571
"32",0.470899470899471
"33",0.466071428571429
"34",0.478571428571429
"35",0.484573502722323
"36",0.5
"37",0.494642857142857
"38",0.491833030852995
"39",0.511796733212341
"40",0.5
"41",0.525925925925926
"42",0.535104364326376
"43",0.514814814814815
"44",0.497277676950998
"45",0.526785714285714
"46",0.557319223985891
"47",0.578483245149912
"48",0.578483245149912
"49",0.578483245149912
"50",0.585664335664336
"51",0.592657342657343
"52",0.627865961199294
"53",0.626785714285714
"54",0.648214285714286
"55",0.615520282186949
"56",0.601410934744268
"57",0.604938271604938
"58",0.578571428571429
"59",0.566243194192377
"60",0.557142857142857
"61",0.555357142857143
"62",0.553571428571429
"63",0.560714285714286
"64",0.5625
"65",0.571428571428571
"66",0.585714285714286
"67",0.585714285714286
"68",0.593466424682396
"69",0.574074074074074
"70",0.554079696394687
"71",0.565464895635674
"72",0.578747628083491
"73",0.578125
"74",0.583984375
"75",0.5703125
"76",0.55859375
"77",0.59375
"78",0.612903225806452
"79",0.59392789373814
"80",0.620493358633776
"81",0.620493358633776
"82",0.624074074074074
"83",0.611111111111111
"84",0.62037037037037
"85",0.609259259259259
"86",0.605555555555556
"87",0.609259259259259
"88",0.602540834845735
"89",0.6
"90",0.603174603174603
"91",0.614285714285714
"92",0.642468239564428
"93",0.613430127041742
"94",0.597096188747731
"95",0.575317604355717
"96",0.57037037037037
"97",0.590740740740741
"98",0.586337760910816
"99",0.575925925925926
"100",0.584392014519056
"101",0.55535390199637
"102",0.540834845735027
"103",0.575925925925926
"104",0.57962962962963
"105",0.601518026565465
"106",0.603703703703704
"107",0.593466424682396
"108",0.612962962962963
"109",0.58076225045372
"110",0.588888888888889
"111",0.560798548094374
"112",0.540834845735027
"113",0.572222222222222
"114",0.55977229601518
"115",0.540740740740741
"116",0.540834845735027
"117",0.539285714285714
"118",0.544973544973545
"119",0.547202797202797
"120",0.547826086956522
"121",0.548611111111111
"122",0.524305555555556
"123",0.500869565217391
"124",0.525217391304348
"125",0.538194444444444
"126",0.510416666666667
"127",0.502608695652174
"128",0.493913043478261
"129",0.495652173913044
"130",0.496527777777778
"131",0.507826086956522
"132",0.495652173913044
"133",0.524475524475524
"134",0.519230769230769
"135",0.508741258741259
"136",0.521739130434783
"137",0.515625
"138",0.509565217391304
"139",0.515625
"140",0.513888888888889
"141",0.537391304347826
"142",0.520979020979021
"143",0.503496503496504
"144",0.501748251748252
"145",0.508741258741259
"146",0.519230769230769
"147",0.501748251748252
"148",0.472663139329806
"149",0.493006993006993
"150",0.499130434782609
"151",0.499130434782609
"152",0.514782608695652
"153",0.52695652173913
"154",0.52972027972028
"155",0.537918871252205
"156",0.552028218694885
"157",0.589285714285714
"158",0.564373897707231
"159",0.583928571428571
"160",0.583928571428571
"161",0.575
"162",0.560846560846561
"163",0.580246913580247
"164",0.574955908289242
"165",0.560714285714286
"166",0.526315789473684
"167",0.513611615245009
"168",0.511796733212341
"169",0.472222222222222
"170",0.490740740740741
"171",0.535104364326376
"172",0.544592030360531
"173",0.548387096774194
"174",0.567362428842505
"175",0.595825426944972
"176",0.57685009487666
"177",0.57685009487666
"178",0.601851851851852
"179",0.592030360531309
"180",0.595703125
"181",0.58203125
"182",0.616698292220114
"183",0.638888888888889
"184",0.6497277676951
"185",0.635208711433757
"186",0.638838475499093
"187",0.666666666666667
"188",0.67962962962963
"189",0.6497277676951
"190",0.658928571428571
"191",0.680580762250454
"192",0.693284936479129
"193",0.691470054446461
"194",0.695099818511797
"195",0.716666666666667
"196",0.705989110707804
"197",0.705555555555556
"198",0.707779886148008
