Actual,Forecast,Mean_Lag
14.5925657486022,13.9338690497519,--
15.6269886363636,14.5804722199815,13.9338690497519
13.9110009808477,15.7947608551733,14.5804722199815
14.5448655652737,13.8397779738278,15.7947608551733
15.9693380505563,14.7923385928064,13.8397779738278
15.6719457619851,16.1623485826529,14.7923385928064
13.8746540944963,15.7713109403091,16.1623485826529
14.4757609921082,13.9760087147156,15.7713109403091
14.384896125772,14.8498514231512,13.9760087147156
11.5640912651782,14.3443180656908,14.8498514231512
10.5900128040973,11.3430633202575,14.3443180656908
10.5441167744615,10.6964916464523,11.3430633202575
10.9267406763186,10.5978814067784,10.6964916464523
11.3907303370787,11.1678971683531,10.5978814067784
13.2754435107376,11.7118452008677,11.1678971683531
14.3494904426304,13.926708382549,11.7118452008677
14.1200303874399,14.7501801421894,13.926708382549
13.4085003711953,14.3767095864348,14.7501801421894
14.2978260869565,13.4223824088822,14.3767095864348
14.7652984134979,14.3363639245479,13.4223824088822
15.7077012220818,14.6913801151187,14.3363639245479
15.200355120453,16.1213482294615,14.6913801151187
13.407844680572,15.1653336416853,16.1213482294615
15.5855335533553,13.1868022533625,15.1653336416853
17.0775664642039,15.5007834543554,13.1868022533625
17.849128540305,17.3521457467866,15.5007834543554
16.6462104145628,18.2484211068506,17.3521457467866
13.6832572449385,16.5275580845457,18.2484211068506
14.1376310949848,13.1462465763606,16.5275580845457
15.1025981118827,14.1228034209664,13.1462465763606
15.4320607796265,15.0737756660918,14.1228034209664
16.1995096141438,15.6308061961009,15.0737756660918
14.6473650606552,16.4098608832951,15.6308061961009
16.0128859312907,14.3778286279898,16.4098608832951
15.5418918918919,16.1219961253934,14.3778286279898
16.0685406237967,15.103210229684,16.1219961253934
16.7906346650308,15.9452999502134,15.103210229684
16.528387787895,16.6113451857764,15.9452999502134
17.9766690679246,15.9864100362246,16.6113451857764
17.9247113612108,17.8966059716635,15.9864100362246
19.9615404078741,17.5625730686869,17.8966059716635
18.6255353963136,20.3940071367052,17.5625730686869
20.212249411086,18.42262114443,20.3940071367052
22.5920142225639,20.5861214126409,18.42262114443
22.7591244372066,22.6080742426503,20.5861214126409
26.0883997204752,22.5776947783682,22.6080742426503
22.4885000237113,26.7111184716591,22.5776947783682
20.6584110135855,21.4482171593882,26.7111184716591
23.2301670146138,19.8903139004779,21.4482171593882
23.6356548856549,23.589854340499,19.8903139004779
27.5010592721623,23.8305241194167,23.589854340499
26.7856528259213,28.5464084345674,23.8305241194167
25.1267843726521,26.8931499752036,28.5464084345674
28.061200544422,24.8491697618606,26.8931499752036
29.5125705489995,28.6869290001962,24.8491697618606
32.6279848347117,29.8169525315244,28.6869290001962
31.6439546369124,33.6572328077605,29.8169525315244
29.4015928822559,31.3425282233521,33.6572328077605
27.8858244229269,28.8081949612114,31.3425282233521
28.7005120069229,27.5704489261683,28.8081949612114
31.6032303538576,28.7893149307796,27.5704489261683
30.1955867602808,32.2327105891666,28.7893149307796
31.0790098190765,29.7998296109888,32.2327105891666
35.0074738415546,31.4119802522561,29.7998296109888
34.663167671008,35.5693151520432,31.4119802522561
33.9722047031264,34.6619183452331,35.5693151520432
36.3106385974794,33.9288629592597,34.6619183452331
35.9324998933311,36.7845718918324,33.9288629592597
30.5515638207946,35.5417615312697,36.7845718918324
28.6320860912243,29.6071098720487,35.5417615312697
29.0897839783978,28.2955223354314,29.6071098720487
30.7592837337065,28.9913852418682,28.2955223354314
26.3872494046946,31.0238506795053,28.9913852418682
28.1824006119124,26.1178615615758,31.0238506795053
30.2260504975715,29.1651860506716,26.1178615615758
32.775365934457,30.5148122305473,29.1651860506716
32.5081728264239,33.368356328417,30.5148122305473
34.2828465819867,32.5791806083777,33.368356328417
37.0563045813403,34.7399418195468,32.5791806083777
34.0742003135873,37.8219316478703,34.7399418195468
37.0051632939994,33.6746009090389,37.8219316478703
39.3613461446532,37.9311935745416,33.6746009090389
43.8327241878851,39.8595417660994,37.9311935745416
43.002597415528,44.8936180288329,39.8595417660994
43.4445762619808,43.2539763343108,44.8936180288329
44.6602284107633,44.2725863979489,43.2539763343108
48.5530433641918,45.3283696642883,44.2725863979489
50.9817444150113,49.7127530784856,45.3283696642883
57.0597481771787,52.7096395564107,49.7127530784856
60.8482274926681,59.616099627638,52.7096395564107
60.5974822927009,63.4259607023609,59.616099627638
51.7825841754691,62.0724654334353,63.4259607023609
44.424385341887,51.1220794452255,62.0724654334353
32.9879370091677,43.624556527136,51.1220794452255
24.607972479368,31.8985777459391,43.624556527136
18.8964976876878,24.0741413273785,31.8985777459391
20.496807953457,18.2235106408783,24.0741413273785
20.3684618801181,21.6053876388436,18.2235106408783
21.9019057132895,21.6106035013259,21.6053876388436
23.5918107658373,23.3749107452822,21.6106035013259
26.8998037761358,24.6615006422445,23.3749107452822
31.9426162552006,28.5641987313879,24.6615006422445
30.0082218946259,34.0188454545017,28.5641987313879
33.655258385468,29.6831937027662,34.0188454545017
31.3378472610571,34.1066244056491,29.6831937027662
33.6104020870012,30.1511509292951,34.1066244056491
35.290055884438,33.6416310306202,30.1511509292951
34.256908830747,35.21961160453,33.6416310306202
35.021411949649,34.1307251894357,35.21961160453
33.9431911962656,34.8939434121882,34.1307251894357
36.2669902436809,33.8992093562582,34.8939434121882
39.0140058083923,36.3688769022112,33.8992093562582
34.9512172672465,39.5904432718158,36.3688769022112
34.4204665265076,35.0624134742963,39.5904432718158
34.7326577973852,34.5512487221634,35.0624134742963
35.3517276535957,34.455434122053,34.5512487221634
35.661654422392,35.4561486993657,34.455434122053
37.7404350468016,36.0323458413514,35.4561486993657
38.8336271709831,37.8791314957135,36.0323458413514
41.4777469165328,39.2125372071881,37.8791314957135
43.6388666603372,41.8883807991063,39.2125372071881
46.7405365480868,43.725193480662,41.8883807991063
51.399029016826,46.7975895837717,43.725193480662
55.0034534273221,50.9857368672524,46.7975895837717
51.150346351542,54.9489038685395,50.9857368672524
50.6361848963915,50.1691712357763,54.9489038685395
51.8971139555003,50.2217797923381,50.1691712357763
48.7468468127982,51.99511528949,50.2217797923381
49.7949264658445,47.703503147401,51.99511528949
48.3131201764057,49.6377056023005,47.703503147401
48.7602160673751,47.2868849508387,49.6377056023005
47.4734071814913,48.6301549221324,47.2868849508387
48.5801564241887,47.1510705712273,48.6301549221324
52.2609918144432,48.107293813023,47.1510705712273
54.8258814395777,52.9836367185479,48.107293813023
52.1066494463764,55.2073936915188,52.9836367185479
