"","x"
"1",0
"2",0.00694444444444444
"3",0.0138888888888889
"4",0.0138888888888889
"5",0.0138888888888889
"6",0.0208333333333333
"7",0.0277777777777778
"8",0.0347222222222222
"9",0.0416666666666667
"10",0.0416666666666667
"11",0.0486111111111111
"12",0.0555555555555556
"13",0.0555555555555556
"14",0.0625
"15",0.0694444444444444
"16",0.0763888888888889
"17",0.0833333333333333
"18",0.0902777777777778
"19",0.0902777777777778
"20",0.0972222222222222
"21",0.0972222222222222
"22",0.104166666666667
"23",0.104166666666667
"24",0.104166666666667
"25",0.111111111111111
"26",0.118055555555556
"27",0.118055555555556
"28",0.125
"29",0.131944444444444
"30",0.138888888888889
"31",0.145833333333333
"32",0.152777777777778
"33",0.152777777777778
"34",0.159722222222222
"35",0.159722222222222
"36",0.166666666666667
"37",0.173611111111111
"38",0.180555555555556
"39",0.180555555555556
"40",0.180555555555556
"41",0.1875
"42",0.194444444444444
"43",0.194444444444444
"44",0.201388888888889
"45",0.208333333333333
"46",0.215277777777778
"47",0.215277777777778
"48",0.222222222222222
"49",0.222222222222222
"50",0.229166666666667
"51",0.236111111111111
"52",0.236111111111111
"53",0.243055555555556
"54",0.256944444444444
"55",0.256944444444444
"56",0.256944444444444
"57",0.256944444444444
"58",0.256944444444444
"59",0.263888888888889
"60",0.270833333333333
"61",0.270833333333333
"62",0.270833333333333
"63",0.277777777777778
"64",0.284722222222222
"65",0.291666666666667
"66",0.298611111111111
"67",0.305555555555556
"68",0.3125
"69",0.3125
"70",0.319444444444444
"71",0.326388888888889
"72",0.333333333333333
"73",0.333333333333333
"74",0.333333333333333
"75",0.333333333333333
"76",0.333333333333333
"77",0.340277777777778
"78",0.347222222222222
"79",0.347222222222222
"80",0.354166666666667
"81",0.361111111111111
"82",0.368055555555556
"83",0.375
"84",0.375
"85",0.375
"86",0.381944444444444
"87",0.381944444444444
"88",0.381944444444444
"89",0.388888888888889
"90",0.395833333333333
"91",0.402777777777778
"92",0.409722222222222
"93",0.416666666666667
"94",0.416666666666667
"95",0.423611111111111
"96",0.423611111111111
"97",0.430555555555556
"98",0.430555555555556
"99",0.4375
"100",0.444444444444444
"101",0.444444444444444
"102",0.451388888888889
"103",0.451388888888889
"104",0.458333333333333
"105",0.458333333333333
"106",0.465277777777778
"107",0.472222222222222
"108",0.479166666666667
"109",0.486111111111111
"110",0.493055555555556
"111",0.5
"112",0.506944444444444
"113",0.506944444444444
"114",0.513888888888889
"115",0.520833333333333
"116",0.520833333333333
"117",0.520833333333333
"118",0.527777777777778
"119",0.534722222222222
"120",0.534722222222222
"121",0.541666666666667
"122",0.548611111111111
"123",0.555555555555556
"124",0.5625
"125",0.569444444444444
"126",0.576388888888889
"127",0.583333333333333
"128",0.583333333333333
"129",0.583333333333333
"130",0.590277777777778
"131",0.597222222222222
"132",0.597222222222222
"133",0.604166666666667
"134",0.611111111111111
"135",0.611111111111111
"136",0.611111111111111
"137",0.611111111111111
"138",0.618055555555556
"139",0.625
"140",0.625
"141",0.631944444444444
"142",0.631944444444444
"143",0.631944444444444
"144",0.638888888888889
"145",0.645833333333333
"146",0.652777777777778
"147",0.659722222222222
"148",0.666666666666667
"149",0.673611111111111
"150",0.680555555555556
"151",0.6875
"152",0.694444444444444
"153",0.701388888888889
"154",0.701388888888889
"155",0.701388888888889
"156",0.708333333333333
"157",0.715277777777778
"158",0.722222222222222
"159",0.722222222222222
"160",0.722222222222222
"161",0.729166666666667
"162",0.729166666666667
"163",0.729166666666667
"164",0.729166666666667
"165",0.736111111111111
"166",0.743055555555556
"167",0.75
"168",0.75
"169",0.756944444444444
"170",0.763888888888889
"171",0.770833333333333
"172",0.770833333333333
"173",0.770833333333333
"174",0.770833333333333
"175",0.770833333333333
"176",0.777777777777778
"177",0.777777777777778
"178",0.784722222222222
"179",0.791666666666667
"180",0.798611111111111
"181",0.805555555555556
"182",0.805555555555556
"183",0.8125
"184",0.8125
"185",0.8125
"186",0.819444444444444
"187",0.819444444444444
"188",0.826388888888889
"189",0.826388888888889
"190",0.826388888888889
"191",0.833333333333333
"192",0.840277777777778
"193",0.847222222222222
"194",0.854166666666667
"195",0.854166666666667
"196",0.854166666666667
"197",0.861111111111111
"198",0.861111111111111
"199",0.868055555555556
"200",0.875
"201",0.875
"202",0.881944444444444
"203",0.881944444444444
"204",0.881944444444444
"205",0.888888888888889
"206",0.895833333333333
"207",0.902777777777778
"208",0.909722222222222
"209",0.909722222222222
"210",0.916666666666667
"211",0.923611111111111
"212",0.930555555555556
"213",0.930555555555556
"214",0.9375
"215",0.9375
"216",0.9375
"217",0.944444444444444
"218",0.944444444444444
"219",0.944444444444444
"220",0.944444444444444
"221",0.944444444444444
"222",0.944444444444444
"223",0.951388888888889
"224",0.958333333333333
"225",0.958333333333333
"226",0.965277777777778
"227",0.965277777777778
"228",0.965277777777778
"229",0.965277777777778
"230",0.965277777777778
"231",0.965277777777778
"232",0.972222222222222
"233",0.972222222222222
"234",0.972222222222222
"235",0.972222222222222
"236",0.979166666666667
"237",0.986111111111111
"238",0.986111111111111
"239",0.986111111111111
"240",0.986111111111111
"241",0.993055555555556
"242",1
"243",1
"244",1
"245",1
"246",1
