Actual,Forecast,Mean_Lag
14.5925657486022,13.9333346688382,--
15.6269886363636,14.1968456606178,13.9333346688382
13.9110009808477,15.3967767319735,14.1968456606178
14.5448655652737,13.9400029149299,15.3967767319735
15.9693380505563,14.8465800558563,13.9400029149299
15.6719457619851,16.231673906324,14.8465800558563
13.8746540944963,15.4470908476665,16.231673906324
14.4757609921082,13.7925400620968,15.4470908476665
14.384896125772,14.6889660787864,13.7925400620968
11.5640912651782,13.6708316368727,14.6889660787864
10.5900128040973,10.7790858434474,13.6708316368727
10.5441167744615,10.589022104655,10.7790858434474
10.9267406763186,10.6692395423051,10.589022104655
11.3907303370787,11.0713929525849,10.6692395423051
13.2754435107376,11.6902481257922,11.0713929525849
14.3494904426304,14.0186607336697,11.6902481257922
14.1200303874399,14.4825138230779,14.0186607336697
13.4085003711953,14.2597919296293,14.4825138230779
14.2978260869565,13.4279065703258,14.2597919296293
14.7652984134979,13.9896339666274,13.4279065703258
15.7077012220818,14.3411410020738,13.9896339666274
15.200355120453,15.1622612459455,14.3411410020738
13.407844680572,14.629356345201,15.1622612459455
15.5855335533553,13.037593511641,14.629356345201
17.0775664642039,14.9427052497054,13.037593511641
17.849128540305,16.1683347959135,14.9427052497054
16.6462104145628,17.4762762324471,16.1683347959135
13.6832572449385,15.6056758768741,17.4762762324471
14.1376310949848,12.8908984617806,15.6056758768741
15.1025981118827,14.0721967327166,12.8908984617806
15.4320607796265,14.9003938736923,14.0721967327166
16.1995096141438,15.9543504736073,14.9003938736923
14.6473650606552,16.5707955565529,15.9543504736073
16.0128859312907,14.3340985428684,16.5707955565529
15.5418918918919,16.0839326621088,14.3340985428684
16.0685406237967,14.9088823523535,16.0839326621088
16.7906346650308,15.6708014006651,14.9088823523535
16.528387787895,16.3858024221773,15.6708014006651
17.9766690679246,15.7152442363946,16.3858024221773
17.9247113612108,17.2116064814494,15.7152442363946
19.9615404078741,17.2201034642424,17.2116064814494
18.6255353963136,19.6734714011848,17.2201034642424
20.212249411086,18.0701812048866,19.6734714011848
22.5920142225639,19.9763925691417,18.0701812048866
22.7591244372066,22.0445251289283,19.9763925691417
26.0883997204752,22.1666653706914,22.0445251289283
22.4885000237113,26.244604443211,22.1666653706914
20.6584110135855,21.4544467892154,26.244604443211
23.2301670146138,19.3989253618697,21.4544467892154
23.6356548856549,22.8973110247869,19.3989253618697
27.5010592721623,23.8803974416099,22.8973110247869
26.7856528259213,28.3760408964562,23.8803974416099
25.1267843726521,26.1887223047159,28.3760408964562
28.061200544422,24.5556937543765,26.1887223047159
29.5125705489995,28.6438925978597,24.5556937543765
32.6279848347117,30.2563565461885,28.6438925978597
31.6439546369124,33.4243954203165,30.2563565461885
29.4015928822559,30.5868242191571,33.4243954203165
27.8858244229269,29.1810664759754,30.5868242191571
28.7005120069229,28.1469909842006,29.1810664759754
31.6032303538576,28.9818563207294,28.1469909842006
30.1955867602808,31.5399937892059,28.9818563207294
31.0790098190765,29.9850620148303,31.5399937892059
35.0074738415546,31.6619098493244,29.9850620148303
34.663167671008,35.8699573845669,31.6619098493244
33.9722047031264,34.5237774307568,35.8699573845669
36.3106385974794,33.3173500245265,34.5237774307568
35.9324998933311,36.5562318590673,33.3173500245265
30.5515638207946,34.869007171815,36.5562318590673
28.6320860912243,29.5702827655127,34.869007171815
29.0897839783978,28.2011555869067,29.5702827655127
30.7592837337065,29.2620538692405,28.2011555869067
26.3872494046946,30.8009584655535,29.2620538692405
28.1824006119124,25.5347078072723,30.8009584655535
30.2260504975715,29.151769057437,25.5347078072723
32.775365934457,30.6432289649628,29.151769057437
32.5081728264239,33.5712472109427,30.6432289649628
34.2828465819867,32.6216286182194,33.5712472109427
37.0563045813403,34.9683932659567,32.6216286182194
34.0742003135873,37.4958362698103,34.9683932659567
37.0051632939994,33.0056733873714,37.4958362698103
39.3613461446532,37.1869313548543,33.0056733873714
43.8327241878851,39.3216942750312,37.1869313548543
43.002597415528,43.3844377211127,39.3216942750312
43.4445762619808,42.2729718005305,43.3844377211127
44.6602284107633,43.3070290339724,42.2729718005305
48.5530433641918,45.1883420631042,43.3070290339724
50.9817444150113,49.2474212130572,45.1883420631042
57.0597481771787,52.040788494792,49.2474212130572
60.8482274926681,58.6149711176586,52.040788494792
60.5974822927009,62.381977232169,58.6149711176586
51.7825841754691,61.5818395463978,62.381977232169
44.424385341887,50.751894493149,61.5818395463978
32.9879370091677,41.6210652573674,50.751894493149
24.607972479368,30.5960092106173,41.6210652573674
18.8964976876878,23.6007128606801,30.5960092106173
20.496807953457,17.8116141215475,23.6007128606801
20.3684618801181,20.5830700081739,17.8116141215475
21.9019057132895,21.2262675588476,20.5830700081739
23.5918107658373,23.1732059368661,21.2262675588476
26.8998037761358,24.4007973926916,23.1732059368661
31.9426162552006,28.0362207449952,24.4007973926916
30.0082218946259,33.2924544587901,28.0362207449952
